id,input,prediction,generation
14-51,Casa de muñecas has topic literature & fiction / drama,Casa de muñecas is about literature & fiction / drama.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic literature & fiction / drama [/TRIPLE] [ANW] Casa de muñecas is about literature & fiction / drama. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-52,Casa de muñecas has topic education / bilingual education,Casa de muñecas is about bilingual education.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic education / bilingual education [/TRIPLE] [ANW] Casa de muñecas is about bilingual education. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
14-53,Casa de muñecas has topic marriage,Casa de muñecas is about marriage.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic marriage [/TRIPLE] [ANW] Casa de muñecas is about marriage. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
14-54,Casa de muñecas has topic foreign language - dictionaries / phrase books,Casa de muñecas is about foreign language - dictionaries / phrase books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic foreign language - dictionaries / phrase books [/TRIPLE] [ANW] Casa de muñecas is about foreign language - dictionaries / phrase books. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
14-55,Casa de muñecas has topic wives,Casa de muñecas has the topic of wives.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic wives [/TRIPLE] [ANW] Casa de muñecas has the topic of wives. [/ANW] </s> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </"
14-56,Casa de muñecas publishing place London,The Casa de muñecas was published in London.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place London [/TRIPLE] [ANW] The Casa de muñecas was published in London. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-57,Casa de muñecas publishing place New York,Casa de muñecas was published in New York.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place New York [/TRIPLE] [ANW] Casa de muñecas was published in New York. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
14-58,Casa de muñecas publishing place Barcelona,Casa de muñecas was published in Barcelona.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Barcelona [/TRIPLE] [ANW] Casa de muñecas was published in Barcelona. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-59,Casa de muñecas publishing place Toronto,Casa de muñecas was published in Toronto.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Toronto [/TRIPLE] [ANW] Casa de muñecas was published in Toronto. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-60,Casa de muñecas publishing place Chicago,Casa de muñecas was published in Chicago.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Chicago [/TRIPLE] [ANW] Casa de muñecas was published in Chicago. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-61,Casa de muñecas publishing place Boston,Casa de muñecas was published in Boston.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Boston [/TRIPLE] [ANW] Casa de muñecas was published in Boston. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
14-62,Casa de muñecas publishing place Madrid,Casa de muñecas was published in Madrid.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Madrid [/TRIPLE] [ANW] Casa de muñecas was published in Madrid. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-63,Casa de muñecas publishing place Cambridge,Casa de muñecas was published in Cambridge.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Cambridge [/TRIPLE] [ANW] Casa de muñecas was published in Cambridge. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
14-64,Casa de muñecas publishing place Garden City,Casa de muñecas was published in Garden City.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Garden City [/TRIPLE] [ANW] Casa de muñecas was published in Garden City. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
14-65,Casa de muñecas publishing place Sioux Falls,Casa de muñecas was published in Sioux Falls.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Sioux Falls [/TRIPLE] [ANW] Casa de muñecas was published in Sioux Falls. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
14-66,Casa de muñecas publishing place Chatham,The Casa de muñecas was published in Chatham.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Chatham [/TRIPLE] [ANW] The Casa de muñecas was published in Chatham. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
14-67,Casa de muñecas publishing place Portland,Casa de muñecas was published in Portland.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Portland [/TRIPLE] [ANW] Casa de muñecas was published in Portland. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
14-68,Casa de muñecas publishing place Oslo,The Casa de muñecas was published in Oslo.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Oslo [/TRIPLE] [ANW] The Casa de muñecas was published in Oslo. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
14-69,Casa de muñecas publishing place Waiheke Island,Casa de muñecas was published on Waiheke Island.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Waiheke Island [/TRIPLE] [ANW] Casa de muñecas was published on Waiheke Island. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
14-70,Casa de muñecas publishing place Amadāvāda,Casa de muñecas was published in Amadāvāda.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Amadāvāda [/TRIPLE] [ANW] Casa de muñecas was published in Amadāvāda. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
14-71,Casa de muñecas publishing place Studio City,Casa de muñecas was published in Studio City.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Studio City [/TRIPLE] [ANW] Casa de muñecas was published in Studio City. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
14-72,Casa de muñecas publishing place Puṇẽ,Casa de muñecas was published in Puṇẽ.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Puṇẽ [/TRIPLE] [ANW] Casa de muñecas was published in Puṇẽ. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
14-73,Casa de muñecas publishing place Beṅgaḷūru,Casa de muñecas was published in Bengaluru.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Beṅgaḷūru [/TRIPLE] [ANW] Casa de muñecas was published in Bengaluru. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
14-74,Casa de muñecas publishing place Droitwich,Casa de muñecas was published in Droitwich.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Droitwich [/TRIPLE] [ANW] Casa de muñecas was published in Droitwich. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
14-75,Casa de muñecas publishing place Nyu Yor ̣,Casa de muñecas was published in New York.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Nyu Yor ̣ [/TRIPLE] [ANW] Casa de muñecas was published in New York. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
14-76,Casa de muñecas publishing year 1996,Casa de muñecas was published in 1996.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1996 [/TRIPLE] [ANW] Casa de muñecas was published in 1996. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-77,Casa de muñecas publishing year 2002,Casa de muñecas was published in 2002.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 2002 [/TRIPLE] [ANW] Casa de muñecas was published in 2002. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-78,Casa de muñecas publishing year 1995,Casa de muñecas was published in 1995.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1995 [/TRIPLE] [ANW] Casa de muñecas was published in 1995. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
14-79,Casa de muñecas publishing year 1993,Casa de muñecas was published in 1993.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1993 [/TRIPLE] [ANW] Casa de muñecas was published in 1993. [/ANW] </s> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </"
14-80,Casa de muñecas publishing year 1932,The Casa de muñecas was published in 1932.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1932 [/TRIPLE] [ANW] The Casa de muñecas was published in 1932. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
14-81,Casa de muñecas publishing year 1999,Casa de muñecas was published in 1999.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1999 [/TRIPLE] [ANW] Casa de muñecas was published in 1999. [/ANW] </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </"
14-82,Casa de muñecas publishing year 1965,Casa de muñecas was published in 1965.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1965 [/TRIPLE] [ANW] Casa de muñecas was published in 1965. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
14-83,Casa de muñecas publishing year 1950,Casa de muñecas was published in 1950.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1950 [/TRIPLE] [ANW] Casa de muñecas was published in 1950. [/ANW] </s> </i> </u> </i> </s> </i> </u> </i> </s> </i> </u> </i> </s> </i> </u> </i> </s> </i> </u> </i> </s> </i> </u> </i> </s> </i> </u> </i> </s> </i> </u> </i> </s> </i> </u> </i> </s> </i> </u> </i> </s> </i> </u> </"
14-84,Casa de muñecas publishing year 1997,The book Casa de muñecas was published in 1997.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1997 [/TRIPLE] [ANW] The book Casa de muñecas was published in 1997. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-85,Casa de muñecas publishing year 2004,Casa de muñecas was published in 2004.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 2004 [/TRIPLE] [ANW] Casa de muñecas was published in 2004. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </"
14-86,Casa de muñecas publishing year 1972,Casa de muñecas was published in 1972.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1972 [/TRIPLE] [ANW] Casa de muñecas was published in 1972. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-87,Casa de muñecas publishing year 1978,Casa de muñecas was published in 1978.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1978 [/TRIPLE] [ANW] Casa de muñecas was published in 1978. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-88,Casa de muñecas publishing year 1982,Casa de muñecas was published in 1982.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1982 [/TRIPLE] [ANW] Casa de muñecas was published in 1982. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-89,Casa de muñecas publishing year 2009,Casa de muñecas was published in 2009.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 2009 [/TRIPLE] [ANW] Casa de muñecas was published in 2009. [/ANW] </s> </i> </u> </i> </s> </i> </u> </s> </i> </u> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </"
14-90,Casa de muñecas publishing year 1998,Casa de muñecas was published in 1998.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1998 [/TRIPLE] [ANW] Casa de muñecas was published in 1998. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-91,Casa de muñecas publishing year 1946,Casa de muñecas was published in 1946.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1946 [/TRIPLE] [ANW] Casa de muñecas was published in 1946. [/ANW] </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </"
14-92,Casa de muñecas publishing year 1961,Casa de muñecas was published in 1961.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1961 [/TRIPLE] [ANW] Casa de muñecas was published in 1961. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
14-93,Casa de muñecas publishing year 1910,Casa de muñecas was published in 1910.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1910 [/TRIPLE] [ANW] Casa de muñecas was published in 1910. [/ANW] </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </u> </s> </"
14-94,Casa de muñecas publishing year 1907,Casa de muñecas was published in 1907.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1907 [/TRIPLE] [ANW] Casa de muñecas was published in 1907. [/ANW] </s> </a> </p> </html> </a> </p> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </a> </"
14-95,Casa de muñecas publishing year 1908,Casa de muñecas was published in 1908.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1908 [/TRIPLE] [ANW] Casa de muñecas was published in 1908. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
15-0,books has topic Stanisław Lem,Stanisław Lem is a topic of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Stanisław Lem [/TRIPLE] [ANW] Stanisław Lem is a topic of books. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
15-1,books has topic Hans Wollschläger,Hans Wollschläger is a topic in books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Hans Wollschläger [/TRIPLE] [ANW] Hans Wollschläger is a topic in books. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
15-2,books has topic Wilfrid Sheed,Wilfrid Sheed is the author of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Wilfrid Sheed [/TRIPLE] [ANW] Wilfrid Sheed is the author of books. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
15-3,books has topic Mavis Gallant,Mavis Gallant is a topic of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Mavis Gallant [/TRIPLE] [ANW] Mavis Gallant is a topic of books. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
15-4,books has topic André Kertész,André Kertész is the author of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic André Kertész [/TRIPLE] [ANW] André Kertész is the author of books. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
