id,input,prediction,generation
11-4,Romanian publishing language Ian Fleming,Ian Fleming was a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Ian Fleming [/TRIPLE] [ANW] Ian Fleming was a Romanian publisher. [/ANW] 100 words 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 1"
11-5,Romanian publishing language Camil Petrescu,Camil Petrescu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Camil Petrescu [/TRIPLE] [ANW] Camil Petrescu is a Romanian publisher. [/ANW] 1077 words"
11-6,Romanian publishing language Mihail Sadoveanu,Mihail Sadoveanu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Mihail Sadoveanu [/TRIPLE] [ANW] Mihail Sadoveanu is a Romanian publisher. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 10"
11-7,Romanian publishing language Martin Amis,Martin Amis is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Martin Amis [/TRIPLE] [ANW] Martin Amis is a Romanian publisher. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words"
11-8,Romanian publishing language Marin Sorescu,Marin Sorescu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Marin Sorescu [/TRIPLE] [ANW] Marin Sorescu is a Romanian publisher. [/ANW] 1027 words"
11-9,Romanian publishing language P. D. James,P. D. James is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language P. D. James [/TRIPLE] [ANW] P. D. James is a Romanian publisher. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] "
11-10,Romanian publishing language Dumitru Popescu,Dumitru Popescu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dumitru Popescu [/TRIPLE] [ANW] Dumitru Popescu is a Romanian publisher. [/ANW] 1077 words"
11-11,Romanian publishing language Dimitrie Anghel,The Romanian publishing language is Dimitrie Anghel.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dimitrie Anghel [/TRIPLE] [ANW] The Romanian publishing language is Dimitrie Anghel. [/ANW] 1007 words"
11-12,Romanian publishing language P. L. Travers,P. L. Travers was a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language P. L. Travers [/TRIPLE] [ANW] P. L. Travers was a Romanian publisher. [/ANW] 1027 words"
11-13,Romanian publishing language Nora Iuga,Romanian is the publishing language of Nora Iuga.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nora Iuga [/TRIPLE] [ANW] Romanian is the publishing language of Nora Iuga. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 10"
11-14,Romanian publishing language Miodrag Bulatović,Miodrag Bulatović is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Miodrag Bulatović [/TRIPLE] [ANW] Miodrag Bulatović is a Romanian publisher. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW"
11-15,Romanian publishing language Louis Hémon,Louis Hémon is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Louis Hémon [/TRIPLE] [ANW] Louis Hémon is a Romanian publisher. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words"
11-16,Romanian publishing language Ion Druță,Ion Druță is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Ion Druță [/TRIPLE] [ANW] Ion Druță is a Romanian publisher. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words"
11-17,Romanian publishing language Radu Tudoran,Radu Tudoran is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Radu Tudoran [/TRIPLE] [ANW] Radu Tudoran is a Romanian publisher. [/ANW] 1027 words"
11-18,Romanian publishing language Panait Istrati,Panait Istrati is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Panait Istrati [/TRIPLE] [ANW] Panait Istrati is a Romanian language publisher. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW]"
11-19,Romanian publishing language Nora Roberts,Romanian is the publishing language of Nora Roberts.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nora Roberts [/TRIPLE] [ANW] Romanian is the publishing language of Nora Roberts. [/ANW] 1004 words"
13-0,Romanian publishing language Hilary Mantel,Hilary Mantel is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Hilary Mantel [/TRIPLE] [ANW] Hilary Mantel is a Romanian publisher. [/ANW] 1077 words"
13-1,Romanian publishing language Nicolae Leahu,Nicolae Leahu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nicolae Leahu [/TRIPLE] [ANW] Nicolae Leahu is a Romanian publisher. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words"
13-2,Romanian publishing language Miguel Delibes,The Romanian publishing language is Miguel Delibes.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Miguel Delibes [/TRIPLE] [ANW] The Romanian publishing language is Miguel Delibes. [/ANW] 1004 words"
13-3,Romanian publishing language Barbara Cartland,Barbara Cartland was a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Barbara Cartland [/TRIPLE] [ANW] Barbara Cartland was a Romanian publisher. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words"
13-4,Romanian publishing language Ian Fleming,Ian Fleming was a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Ian Fleming [/TRIPLE] [ANW] Ian Fleming was a Romanian publisher. [/ANW] 100 words 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 1"
13-5,Romanian publishing language Camil Petrescu,Camil Petrescu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Camil Petrescu [/TRIPLE] [ANW] Camil Petrescu is a Romanian publisher. [/ANW] 1077 words"
13-6,Romanian publishing language Mihail Sadoveanu,Mihail Sadoveanu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Mihail Sadoveanu [/TRIPLE] [ANW] Mihail Sadoveanu is a Romanian publisher. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 10"
13-7,Romanian publishing language Martin Amis,Martin Amis is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Martin Amis [/TRIPLE] [ANW] Martin Amis is a Romanian publisher. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words"
13-8,Romanian publishing language Marin Sorescu,Marin Sorescu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Marin Sorescu [/TRIPLE] [ANW] Marin Sorescu is a Romanian publisher. [/ANW] 1027 words"
13-9,Romanian publishing language P. D. James,P. D. James is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language P. D. James [/TRIPLE] [ANW] P. D. James is a Romanian publisher. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] "
13-10,Romanian publishing language Dumitru Popescu,Dumitru Popescu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dumitru Popescu [/TRIPLE] [ANW] Dumitru Popescu is a Romanian publisher. [/ANW] 1077 words"
13-11,Romanian publishing language Dimitrie Anghel,The Romanian publishing language is Dimitrie Anghel.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dimitrie Anghel [/TRIPLE] [ANW] The Romanian publishing language is Dimitrie Anghel. [/ANW] 1007 words"
13-12,Romanian publishing language P. L. Travers,P. L. Travers was a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language P. L. Travers [/TRIPLE] [ANW] P. L. Travers was a Romanian publisher. [/ANW] 1027 words"
13-13,Romanian publishing language Nora Iuga,Romanian is the publishing language of Nora Iuga.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nora Iuga [/TRIPLE] [ANW] Romanian is the publishing language of Nora Iuga. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 1027 characters. [/ANW] 10"
13-14,Romanian publishing language Miodrag Bulatović,Miodrag Bulatović is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Miodrag Bulatović [/TRIPLE] [ANW] Miodrag Bulatović is a Romanian publisher. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW"
13-15,Romanian publishing language Louis Hémon,Louis Hémon is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Louis Hémon [/TRIPLE] [ANW] Louis Hémon is a Romanian publisher. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words"
13-16,Romanian publishing language Ion Druță,Ion Druță is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Ion Druță [/TRIPLE] [ANW] Ion Druță is a Romanian publisher. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words. [/ANW] 107 words"
13-17,Romanian publishing language Radu Tudoran,Radu Tudoran is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Radu Tudoran [/TRIPLE] [ANW] Radu Tudoran is a Romanian publisher. [/ANW] 1027 words"
13-18,Romanian publishing language Panait Istrati,Panait Istrati is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Panait Istrati [/TRIPLE] [ANW] Panait Istrati is a Romanian language publisher. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW]"
13-19,Romanian publishing language Nora Roberts,Romanian is the publishing language of Nora Roberts.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nora Roberts [/TRIPLE] [ANW] Romanian is the publishing language of Nora Roberts. [/ANW] 1004 words"
14-0,Casa de muñecas wrote Patricia Esteban Erlés,Patricia Esteban Erlés wrote Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas wrote Patricia Esteban Erlés [/TRIPLE] [ANW] Patricia Esteban Erlés wrote Casa de muñecas. [/ANW] 1007 words"
14-1,Casa de muñecas has publisher Editorial Páginas de Espuma,Editorial Páginas de Espuma is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Editorial Páginas de Espuma [/TRIPLE] [ANW] Editorial Páginas de Espuma is the publisher of Casa de muñecas. [/ANW] 1027 words"
14-2,Casa de muñecas has publisher Paginas De Espuma,Paginas De Espuma is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Paginas De Espuma [/TRIPLE] [ANW] Paginas De Espuma is the publisher of Casa de muñecas. [/ANW] 1004 words"
14-3,Casa de muñecas publishing language Spanish; Castilian,Casa de muñecas is published in Spanish; Castilian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Spanish; Castilian [/TRIPLE] [ANW] Casa de muñecas is published in Spanish; Castilian. [/ANW] 1077 words"
14-4,Casa de muñecas has topic fiction,Casa de muñecas is a work of fiction.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic fiction [/TRIPLE] [ANW] Casa de muñecas is a work of fiction. [/ANW] 1004 words"
14-5,Casa de muñecas wrote Henrik Ibsen,Henrik Ibsen wrote Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas wrote Henrik Ibsen [/TRIPLE] [ANW] Henrik Ibsen wrote Casa de muñecas. [/ANW] 100 words. [/100] 100 words. [/100] 100 words. [/100] 100 words. [/100] 100 words. [/100] 100 words. [/100] 100 words. [/100] 100 words. [/100] 100 words. [/100] 100 words. [/100] 100 words. [/10"
14-6,Casa de muñecas has publisher Oxford University Press,Casa de muñecas is published by Oxford University Press.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Oxford University Press [/TRIPLE] [ANW] Casa de muñecas is published by Oxford University Press. [/ANW] 1027 words"
14-7,Casa de muñecas has publisher Cambridge University Press,Casa de muñecas is published by Cambridge University Press.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Cambridge University Press [/TRIPLE] [ANW] Casa de muñecas is published by Cambridge University Press. [/ANW] 1077 words"
14-8,Casa de muñecas has publisher Thomas Nelson,Thomas Nelson is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Thomas Nelson [/TRIPLE] [ANW] Thomas Nelson is the publisher of Casa de muñecas. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/AN"
14-9,Casa de muñecas has publisher Players Press,Casa de muñecas is published by Players Press.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Players Press [/TRIPLE] [ANW] Casa de muñecas is published by Players Press. [/ANW] 1002 words"
14-10,Casa de muñecas has publisher The Floating Press,The Floating Press is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher The Floating Press [/TRIPLE] [ANW] The Floating Press is the publisher of Casa de muñecas. [/ANW] 1027 words"
14-11,Casa de muñecas has publisher Samuel French,Casa de muñecas is published by Samuel French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Samuel French [/TRIPLE] [ANW] Casa de muñecas is published by Samuel French. [/ANW] 1077 words"
14-12,Casa de muñecas has publisher Heinemann,Casa de muñecas is published by Heinemann.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Heinemann [/TRIPLE] [ANW] Casa de muñecas is published by Heinemann. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW"
14-13,Casa de muñecas has publisher Methuen,Casa de muñecas is published by Methuen.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Methuen [/TRIPLE] [ANW] Casa de muñecas is published by Methuen. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW"
14-14,Casa de muñecas has publisher Nick Hern Books,Casa de muñecas is published by Nick Hern Books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Nick Hern Books [/TRIPLE] [ANW] Casa de muñecas is published by Nick Hern Books. [/ANW] 1027 words"
14-15,Casa de muñecas has publisher Modern Library,Casa de muñecas is published by the Modern Library.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Modern Library [/TRIPLE] [ANW] Casa de muñecas is published by the Modern Library. [/ANW] 1027 words"
14-16,Casa de muñecas has publisher Anchor Books,Casa de muñecas is published by Anchor Books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Anchor Books [/TRIPLE] [ANW] Casa de muñecas is published by Anchor Books. [/ANW] 1002 words"
14-17,Casa de muñecas has publisher Nelson,Casa de muñecas is published by Nelson.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Nelson [/TRIPLE] [ANW] Casa de muñecas is published by Nelson. [/ANW] 1002 words"
14-18,Casa de muñecas has publisher Dover Publications,Casa de muñecas is published by Dover Publications.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Dover Publications [/TRIPLE] [ANW] Casa de muñecas is published by Dover Publications. [/ANW] 1077 words"
14-19,Casa de muñecas has publisher Dramatists Play Service,Casa de muñecas is published by Dramatists Play Service.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Dramatists Play Service [/TRIPLE] [ANW] Casa de muñecas is published by Dramatists Play Service. [/ANW] 1077 words"
14-20,Casa de muñecas has publisher Charles Scribner's Sons,Charles Scribner's Sons is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Charles Scribner's Sons [/TRIPLE] [ANW] Charles Scribner's Sons is the publisher of Casa de muñecas. [/ANW] 1007 words"
14-21,Casa de muñecas has publisher Dutton,Dutton is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Dutton [/TRIPLE] [ANW] Dutton is the publisher of Casa de muñecas. [/ANW] 1027 words"
14-22,Casa de muñecas has publisher E.P. Dutton,E.P. Dutton is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher E.P. Dutton [/TRIPLE] [ANW] E.P. Dutton is the publisher of Casa de muñecas. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 10"
14-23,Casa de muñecas has publisher NuVision Publications,NuVision Publications is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher NuVision Publications [/TRIPLE] [ANW] NuVision Publications is the publisher of Casa de muñecas. [/ANW] 1027 words"
14-24,Casa de muñecas has publisher Eyre Methuen,Eyre Methuen is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Eyre Methuen [/TRIPLE] [ANW] Eyre Methuen is the publisher of Casa de muñecas. [/ANW] 1004 words"
14-25,Casa de muñecas has publisher R. Hart-Davis,R. Hart-Davis is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher R. Hart-Davis [/TRIPLE] [ANW] R. Hart-Davis is the publisher of Casa de muñecas. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 10"
14-26,Casa de muñecas publishing language English,Casa de muñecas is published in English.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language English [/TRIPLE] [ANW] Casa de muñecas is published in English. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] "
14-27,Casa de muñecas publishing language German,Casa de muñecas is published in German.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language German [/TRIPLE] [ANW] Casa de muñecas is published in German. [/ANW] 1077 words"
14-28,Casa de muñecas publishing language Spanish; Castilian,Casa de muñecas is published in Spanish; Castilian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Spanish; Castilian [/TRIPLE] [ANW] Casa de muñecas is published in Spanish; Castilian. [/ANW] 1077 words"
